movie_id,creative_id,creative_type,genre
M1398,C1398,Dramatization,Drama
M1399,C1399,Contemporary Fiction,Drama
M1400,C1400,Contemporary Fiction,Comedy
M1401,C1401,Contemporary Fiction,Drama
M1402,C1402,Contemporary Fiction,Drama
M1403,C1403,Kids Fiction,Adventure
M1404,C1404,Kids Fiction,Adventure
M1405,C1405,Super Hero,Action
M1406,C1406,Contemporary Fiction,Drama
M1407,C1407,Contemporary Fiction,Romantic Comedy
M1408,C1408,Contemporary Fiction,Drama
M1409,C1409,Contemporary Fiction,Action
M1410,C1410,Contemporary Fiction,Thriller/Suspense
M1411,C1411,Contemporary Fiction,Thriller/Suspense
M1412,C1412,Historical Fiction,Action
M1413,C1413,Contemporary Fiction,Horror
M1414,C1414,Contemporary Fiction,Thriller/Suspense
M1415,C1415,Historical Fiction,Drama
M1416,C1416,Dramatization,Drama
M1417,C1417,Contemporary Fiction,Drama
M1418,C1418,Historical Fiction,Drama
M1419,C1419,Historical Fiction,Drama
M1420,C1420,Fantasy,Adventure
M1421,C1421,Kids Fiction,Drama
M1422,C1422,Historical Fiction,Musical
M1423,C1423,Contemporary Fiction,Adventure
M1424,C1424,Dramatization,Drama
M1425,C1425,Contemporary Fiction,Romantic Comedy
M1426,C1426,Contemporary Fiction,Black Comedy
M1427,C1427,Super Hero,Action
M1428,C1428,Contemporary Fiction,Romantic Comedy
M1429,C1429,Contemporary Fiction,Romantic Comedy
M1430,C1430,Dramatization,Action
M1431,C1431,Contemporary Fiction,Comedy
M1432,C1432,Contemporary Fiction,Adventure
M1433,C1433,Dramatization,Drama
M1434,C1434,Science Fiction,Comedy
M1435,C1435,Contemporary Fiction,Comedy
M1436,C1436,Contemporary Fiction,Thriller/Suspense
M1437,C1437,Contemporary Fiction,Comedy
M1438,C1438,Contemporary Fiction,Drama
M1439,C1439,Contemporary Fiction,Thriller/Suspense
M1440,C1440,Dramatization,Drama
M1441,C1441,Contemporary Fiction,Drama
M1442,C1442,Contemporary Fiction,Comedy
M1443,C1443,Fantasy,Horror
M1444,C1444,Historical Fiction,Action
M1445,C1445,Science Fiction,Action
M1446,C1446,Contemporary Fiction,Comedy
M1447,C1447,Factual,Documentary
M1448,C1448,Factual,Documentary
M1449,C1449,Kids Fiction,Adventure
M1450,C1450,Contemporary Fiction,Thriller/Suspense
M1451,C1451,Contemporary Fiction,Horror
M1452,C1452,Contemporary Fiction,Thriller/Suspense
M1453,C1453,Science Fiction,Action
M1454,C1454,Contemporary Fiction,Comedy
M1455,C1455,Contemporary Fiction,Romantic Comedy
M1456,C1456,Fantasy,Adventure
M1457,C1457,Contemporary Fiction,Romantic Comedy
M1458,C1458,Contemporary Fiction,Horror
M1459,C1459,Science Fiction,Thriller/Suspense
M1460,C1460,Super Hero,Action
M1461,C1461,Contemporary Fiction,Comedy
M1462,C1462,Contemporary Fiction,Romantic Comedy
M1463,C1463,Kids Fiction,Adventure
M1464,C1464,Science Fiction,Horror
M1465,C1465,Dramatization,Drama
M1466,C1466,Contemporary Fiction,Comedy
M1467,C1467,Contemporary Fiction,Comedy
M1468,C1468,Contemporary Fiction,Action
M1469,C1469,Contemporary Fiction,Drama
M1470,C1470,Contemporary Fiction,Drama
M1471,C1471,Contemporary Fiction,Drama
M1472,C1472,Contemporary Fiction,Comedy
M1473,C1473,Science Fiction,Action
M1474,C1474,Contemporary Fiction,Thriller/Suspense
M1475,C1475,Science Fiction,Thriller/Suspense
M1476,C1476,Multiple Creative Types,Comedy
M1477,C1477,Contemporary Fiction,Drama
M1478,C1478,Historical Fiction,Action
M1479,C1479,Historical Fiction,Action
M1480,C1480,Historical Fiction,Horror
M1481,C1481,Contemporary Fiction,Drama
M1482,C1482,Contemporary Fiction,Comedy
M1483,C1483,Science Fiction,Thriller/Suspense
M1484,C1484,Historical Fiction,Action
M1485,C1485,Contemporary Fiction,Musical
M1486,C1486,Kids Fiction,Musical
M1487,C1487,Dramatization,Thriller/Suspense
M1488,C1488,Kids Fiction,Adventure
M1489,C1489,Contemporary Fiction,Comedy
M1490,C1490,Dramatization,Drama
M1491,C1491,Fantasy,Adventure
M1492,C1492,Contemporary Fiction,Drama
M1493,C1493,Contemporary Fiction,Drama
M1494,C1494,Contemporary Fiction,Comedy
M1495,C1495,Contemporary Fiction,Comedy
M1496,C1496,Contemporary Fiction,Horror
M1497,C1497,Science Fiction,Adventure
M1498,C1498,Science Fiction,Adventure
M1499,C1499,Super Hero,Action
M1500,C1500,Super Hero,Action
M1501,C1501,Contemporary Fiction,Thriller/Suspense
M1502,C1502,Fantasy,Horror
M1503,C1503,Dramatization,Drama
M1504,C1504,Contemporary Fiction,Horror
M1505,C1505,Kids Fiction,Adventure
M1506,C1506,Contemporary Fiction,Romantic Comedy
M1507,C1507,Historical Fiction,Action
M1508,C1508,Contemporary Fiction,Drama
M1509,C1509,Historical Fiction,Drama
M1510,C1510,Kids Fiction,Adventure
M1511,C1511,Contemporary Fiction,Comedy
M1512,C1512,Contemporary Fiction,Thriller/Suspense
M1513,C1513,Historical Fiction,Romantic Comedy
M1514,C1514,Contemporary Fiction,Comedy
M1515,C1515,Contemporary Fiction,Thriller/Suspense
M1516,C1516,Contemporary Fiction,Comedy
M1517,C1517,Contemporary Fiction,Comedy
M1518,C1518,Contemporary Fiction,Drama
M1519,C1519,Kids Fiction,Adventure
M1520,C1520,Contemporary Fiction,Horror
M1521,C1521,Dramatization,Drama
M1522,C1522,Super Hero,Action
M1523,C1523,Dramatization,Drama
M1524,C1524,Contemporary Fiction,Horror
M1525,C1525,Contemporary Fiction,Romantic Comedy
M1526,C1526,Contemporary Fiction,Action
M1527,C1527,Super Hero,Action
M1528,C1528,Science Fiction,Thriller/Suspense
M1529,C1529,Fantasy,Horror
M1530,C1530,Science Fiction,Drama
M1531,C1531,Contemporary Fiction,Comedy
M1532,C1532,Science Fiction,Thriller/Suspense
M1533,C1533,Kids Fiction,Adventure
M1534,C1534,Contemporary Fiction,Action
M1535,C1535,Dramatization,Drama
M1536,C1536,Fantasy,Thriller/Suspense
M1537,C1537,Historical Fiction,Thriller/Suspense
M1538,C1538,Contemporary Fiction,Action
M1539,C1539,Contemporary Fiction,Drama
M1540,C1540,Contemporary Fiction,Drama
M1541,C1541,Kids Fiction,Adventure
M1542,C1542,Contemporary Fiction,Action
M1543,C1543,Historical Fiction,Drama
M1544,C1544,Contemporary Fiction,Action
M1545,C1545,Contemporary Fiction,Comedy
M1546,C1546,Contemporary Fiction,Comedy
M1547,C1547,Science Fiction,Horror
M1548,C1548,Contemporary Fiction,Action
M1549,C1549,Contemporary Fiction,Horror
M1550,C1550,Contemporary Fiction,Comedy
M1551,C1551,Historical Fiction,Adventure
M1552,C1552,Contemporary Fiction,Thriller/Suspense
M1553,C1553,Dramatization,Thriller/Suspense
M1554,C1554,Contemporary Fiction,Adventure
M1555,C1555,Contemporary Fiction,Comedy
M1556,C1556,Contemporary Fiction,Comedy
M1557,C1557,Historical Fiction,Musical
M1558,C1558,Dramatization,Drama
M1559,C1559,Contemporary Fiction,Comedy
M1560,C1560,Contemporary Fiction,Comedy
M1561,C1561,Kids Fiction,Adventure
M1562,C1562,Contemporary Fiction,Drama
M1563,C1563,Historical Fiction,Adventure
M1564,C1564,Dramatization,Drama
M1565,C1565,Contemporary Fiction,Comedy
M1566,C1566,Contemporary Fiction,Adventure
M1567,C1567,Science Fiction,Thriller/Suspense
M1568,C1568,Historical Fiction,Drama
M1569,C1569,Dramatization,Drama
M1570,C1570,Contemporary Fiction,Drama
M1571,C1571,Historical Fiction,Drama
M1572,C1572,Contemporary Fiction,Comedy
M1573,C1573,Contemporary Fiction,Drama
M1574,C1574,Fantasy,Adventure
M1575,C1575,Factual,Documentary
M1576,C1576,Contemporary Fiction,Comedy
M1577,C1577,Fantasy,Adventure
M1578,C1578,Contemporary Fiction,Romantic Comedy
M1579,C1579,Historical Fiction,Thriller/Suspense
M1580,C1580,Historical Fiction,Comedy
M1581,C1581,Contemporary Fiction,Musical
M1582,C1582,Super Hero,Action
M1583,C1583,Science Fiction,Action
M1584,C1584,Science Fiction,Adventure
M1585,C1585,Dramatization,Action
M1586,C1586,Science Fiction,Drama
M1587,C1587,Contemporary Fiction,Comedy
M1588,C1588,Kids Fiction,Adventure
M1589,C1589,Contemporary Fiction,Comedy
M1590,C1590,Science Fiction,Thriller/Suspense
M1591,C1591,Fantasy,Romantic Comedy
M1592,C1592,Historical Fiction,Adventure
M1593,C1593,Fantasy,Horror
M1594,C1594,Contemporary Fiction,Drama
M1595,C1595,Contemporary Fiction,Thriller/Suspense
M1596,C1596,Kids Fiction,Adventure
M1597,C1597,Science Fiction,Thriller/Suspense
M1598,C1598,Fantasy,Adventure
M1599,C1599,Science Fiction,Action
M1600,C1600,Contemporary Fiction,Drama
M1601,C1601,Contemporary Fiction,Drama
M1602,C1602,Dramatization,Drama
M1603,C1603,Contemporary Fiction,Comedy
M1604,C1604,Contemporary Fiction,Drama
M1605,C1605,Dramatization,Drama
M1606,C1606,Contemporary Fiction,Drama
M1607,C1607,Contemporary Fiction,Comedy
M1608,C1608,Kids Fiction,Adventure
M1609,C1609,Contemporary Fiction,Thriller/Suspense
M1610,C1610,Contemporary Fiction,Black Comedy
M1611,C1611,Contemporary Fiction,Comedy
M1612,C1612,Contemporary Fiction,Thriller/Suspense
M1613,C1613,Fantasy,Horror
M1614,C1614,Science Fiction,Action
M1615,C1615,Contemporary Fiction,Comedy
M1616,C1616,Contemporary Fiction,Horror
M1617,C1617,Fantasy,Comedy
M1618,C1618,Science Fiction,Action
M1619,C1619,Historical Fiction,Drama
M1620,C1620,Contemporary Fiction,Romantic Comedy
M1621,C1621,Dramatization,Western
M1622,C1622,Contemporary Fiction,Drama
M1623,C1623,Contemporary Fiction,Thriller/Suspense
M1624,C1624,Dramatization,Drama
M1625,C1625,Fantasy,Action
M1626,C1626,Fantasy,Adventure
M1627,C1627,Historical Fiction,Drama
M1628,C1628,Dramatization,Drama
M1629,C1629,Historical Fiction,Drama
M1630,C1630,Fantasy,Adventure
M1631,C1631,Historical Fiction,Musical
M1632,C1632,Super Hero,Action
M1633,C1633,Historical Fiction,Action
M1634,C1634,Contemporary Fiction,Drama
M1635,C1635,Historical Fiction,Drama
M1636,C1636,Historical Fiction,Drama
M1637,C1637,Contemporary Fiction,Drama
M1638,C1638,Contemporary Fiction,Drama
M1639,C1639,Historical Fiction,Action
M1640,C1640,Historical Fiction,Musical
M1641,C1641,Science Fiction,Adventure
M1642,C1642,Historical Fiction,Western
M1643,C1643,Kids Fiction,Adventure
M1644,C1644,Contemporary Fiction,Drama
M1645,C1645,Contemporary Fiction,Comedy
M1646,C1646,Contemporary Fiction,Comedy
M1647,C1647,Historical Fiction,Drama
M1648,C1648,Super Hero,Adventure
M1649,C1649,Science Fiction,Thriller/Suspense
M1650,C1650,Contemporary Fiction,Thriller/Suspense
M1651,C1651,Contemporary Fiction,Action
M1652,C1652,Contemporary Fiction,Comedy
M1653,C1653,Contemporary Fiction,Comedy
M1654,C1654,Contemporary Fiction,Horror
M1655,C1655,Contemporary Fiction,Drama
M1656,C1656,Contemporary Fiction,Comedy
M1657,C1657,Dramatization,Drama
M1658,C1658,Contemporary Fiction,Romantic Comedy
M1659,C1659,Contemporary Fiction,Romantic Comedy
M1660,C1660,Contemporary Fiction,Action
M1661,C1661,Contemporary Fiction,Comedy
M1662,C1662,Kids Fiction,Adventure
M1663,C1663,Fantasy,Adventure
M1664,C1664,Fantasy,Drama
M1665,C1665,Dramatization,Drama
M1666,C1666,Contemporary Fiction,Comedy
M1667,C1667,Contemporary Fiction,Action
M1668,C1668,Kids Fiction,Adventure
M1669,C1669,Contemporary Fiction,Drama
M1670,C1670,Contemporary Fiction,Drama
M1671,C1671,Contemporary Fiction,Action
M1672,C1672,Super Hero,Action
M1673,C1673,Fantasy,Comedy
M1674,C1674,Factual,Documentary
M1675,C1675,Contemporary Fiction,Horror
M1676,C1676,Contemporary Fiction,Drama
M1677,C1677,Historical Fiction,Thriller/Suspense
M1678,C1678,Contemporary Fiction,Comedy
M1679,C1679,Dramatization,Drama
M1680,C1680,Fantasy,Adventure
M1681,C1681,Contemporary Fiction,Drama
M1682,C1682,Kids Fiction,Adventure
M1683,C1683,Contemporary Fiction,Action
M1684,C1684,Science Fiction,Adventure
M1685,C1685,Contemporary Fiction,Thriller/Suspense
M1686,C1686,Contemporary Fiction,Action
M1687,C1687,Historical Fiction,Musical
M1688,C1688,Factual,Documentary
M1689,C1689,Historical Fiction,Western
M1690,C1690,Dramatization,Action
M1691,C1691,Contemporary Fiction,Horror
M1692,C1692,Science Fiction,Action
M1693,C1693,Contemporary Fiction,Comedy
M1694,C1694,Contemporary Fiction,Thriller/Suspense
M1695,C1695,Historical Fiction,Drama
M1696,C1696,Dramatization,Drama
M1697,C1697,Fantasy,Adventure
M1698,C1698,Contemporary Fiction,Comedy
M1699,C1699,Dramatization,Action
M1700,C1700,Historical Fiction,Drama
M1701,C1701,Kids Fiction,Adventure
M1702,C1702,Contemporary Fiction,Adventure
M1703,C1703,Dramatization,Drama
M1704,C1704,Contemporary Fiction,Horror
M1705,C1705,Contemporary Fiction,Romantic Comedy
M1706,C1706,Contemporary Fiction,Black Comedy
M1707,C1707,,Thriller/Suspense
M1708,C1708,Kids Fiction,Adventure
M1709,C1709,Contemporary Fiction,Horror
M1710,C1710,Factual,Documentary
M1711,C1711,Contemporary Fiction,Drama
M1712,C1712,Kids Fiction,Adventure
M1713,C1713,Historical Fiction,Adventure
M1714,C1714,Contemporary Fiction,Romantic Comedy
M1715,C1715,Contemporary Fiction,Comedy
M1716,C1716,Dramatization,Drama
M1717,C1717,Kids Fiction,Adventure
M1718,C1718,Dramatization,Drama
M1719,C1719,Contemporary Fiction,Thriller/Suspense
M1720,C1720,Contemporary Fiction,Comedy
M1721,C1721,Contemporary Fiction,Drama
M1722,C1722,Contemporary Fiction,Romantic Comedy
M1723,C1723,Science Fiction,Adventure
M1724,C1724,Contemporary Fiction,Drama
M1725,C1725,Kids Fiction,Adventure
M1726,C1726,Contemporary Fiction,Romantic Comedy
M1727,C1727,Fantasy,Adventure
M1728,C1728,Contemporary Fiction,Comedy
M1729,C1729,Super Hero,Action
M1730,C1730,Contemporary Fiction,Comedy
M1731,C1731,Historical Fiction,Action
M1732,C1732,Kids Fiction,Adventure
M1733,C1733,Fantasy,Horror
M1734,C1734,Historical Fiction,Action
M1735,C1735,Contemporary Fiction,Comedy
M1736,C1736,Historical Fiction,Drama
M1737,C1737,Historical Fiction,Drama
M1738,C1738,Contemporary Fiction,Drama
M1739,C1739,Historical Fiction,Action
M1740,C1740,Contemporary Fiction,Action
M1741,C1741,Contemporary Fiction,Action
M1742,C1742,Science Fiction,Horror
M1743,C1743,Contemporary Fiction,Drama
M1744,C1744,Kids Fiction,Adventure
M1745,C1745,Historical Fiction,Drama
M1746,C1746,Kids Fiction,Adventure
M1747,C1747,Contemporary Fiction,Drama
M1748,C1748,Science Fiction,Adventure
M1749,C1749,Fantasy,Black Comedy
M1750,C1750,Fantasy,Horror
M1751,C1751,Contemporary Fiction,Drama
M1752,C1752,Contemporary Fiction,Action
M1753,C1753,Contemporary Fiction,Thriller/Suspense
M1754,C1754,Contemporary Fiction,Drama
M1755,C1755,Kids Fiction,Adventure
M1756,C1756,Historical Fiction,Drama
M1757,C1757,Historical Fiction,Drama
M1758,C1758,Contemporary Fiction,Comedy
M1759,C1759,Dramatization,Drama
M1760,C1760,Contemporary Fiction,Action
M1761,C1761,Contemporary Fiction,Horror
M1762,C1762,Contemporary Fiction,Comedy
M1763,C1763,Contemporary Fiction,Comedy
M1764,C1764,Contemporary Fiction,Drama
M1765,C1765,Contemporary Fiction,Action
M1766,C1766,Kids Fiction,Adventure
M1767,C1767,Dramatization,Thriller/Suspense
M1768,C1768,Contemporary Fiction,Comedy
M1769,C1769,Kids Fiction,Adventure
M1770,C1770,Science Fiction,Action
M1771,C1771,Contemporary Fiction,Action
M1772,C1772,Contemporary Fiction,Action
M1773,C1773,Fantasy,Horror
M1774,C1774,Contemporary Fiction,Action
M1775,C1775,Contemporary Fiction,Action
M1776,C1776,Contemporary Fiction,Drama
M1777,C1777,Contemporary Fiction,Adventure
M1778,C1778,Contemporary Fiction,Thriller/Suspense
M1779,C1779,Fantasy,Adventure
M1780,C1780,Contemporary Fiction,Thriller/Suspense
M1781,C1781,Historical Fiction,Drama
M1782,C1782,Contemporary Fiction,Drama
M1783,C1783,Dramatization,Drama
M1784,C1784,Contemporary Fiction,Action
M1785,C1785,Kids Fiction,Adventure
M1786,C1786,Contemporary Fiction,Comedy
M1787,C1787,Contemporary Fiction,Horror
M1788,C1788,Dramatization,Drama
M1789,C1789,Kids Fiction,Comedy
M1790,C1790,Science Fiction,Action
M1791,C1791,Dramatization,Drama
M1792,C1792,Contemporary Fiction,Comedy
M1793,C1793,Contemporary Fiction,Comedy
M1794,C1794,Dramatization,Drama
M1795,C1795,Contemporary Fiction,Drama
M1796,C1796,Historical Fiction,Drama
M1797,C1797,Dramatization,Drama
M1798,C1798,Contemporary Fiction,Thriller/Suspense
M1799,C1799,Historical Fiction,Adventure
M1800,C1800,Fantasy,Adventure
M1801,C1801,Contemporary Fiction,Romantic Comedy
M1802,C1802,Contemporary Fiction,Comedy
M1803,C1803,Contemporary Fiction,Romantic Comedy
M1804,C1804,Dramatization,Drama
M1805,C1805,Kids Fiction,Adventure
M1806,C1806,Contemporary Fiction,Drama
M1807,C1807,Contemporary Fiction,Drama
M1808,C1808,Fantasy,Horror
M1809,C1809,Historical Fiction,Drama
M1810,C1810,Contemporary Fiction,Comedy
M1811,C1811,Factual,Documentary
M1812,C1812,Contemporary Fiction,Drama
M1813,C1813,Contemporary Fiction,Action
M1814,C1814,Kids Fiction,Adventure
M1815,C1815,Contemporary Fiction,Horror
M1816,C1816,Contemporary Fiction,Action
M1817,C1817,Contemporary Fiction,Comedy
M1818,C1818,Fantasy,Action
M1819,C1819,Contemporary Fiction,Comedy
M1820,C1820,Kids Fiction,Adventure
M1821,C1821,Contemporary Fiction,Comedy
M1822,C1822,Contemporary Fiction,Thriller/Suspense
M1823,C1823,,Comedy
M1824,C1824,Science Fiction,Thriller/Suspense
M1825,C1825,Contemporary Fiction,Drama
M1826,C1826,Contemporary Fiction,Comedy
M1827,C1827,Contemporary Fiction,Action
M1828,C1828,Science Fiction,Thriller/Suspense
M1829,C1829,Contemporary Fiction,Romantic Comedy
M1830,C1830,Contemporary Fiction,Drama
M1831,C1831,Contemporary Fiction,Thriller/Suspense
M1832,C1832,Historical Fiction,Horror
M1833,C1833,Contemporary Fiction,Comedy
M1834,C1834,Contemporary Fiction,Drama
M1835,C1835,Fantasy,Adventure
M1836,C1836,Kids Fiction,Adventure
M1837,C1837,Contemporary Fiction,Comedy
M1838,C1838,Contemporary Fiction,Comedy
M1839,C1839,Contemporary Fiction,Horror
M1840,C1840,Contemporary Fiction,Drama
M1841,C1841,Contemporary Fiction,Horror
M1842,C1842,Contemporary Fiction,Comedy
M1843,C1843,Historical Fiction,Action
M1844,C1844,Science Fiction,Thriller/Suspense
M1845,C1845,Contemporary Fiction,Comedy
M1846,C1846,Science Fiction,Drama
M1847,C1847,Kids Fiction,Adventure
M1848,C1848,Dramatization,Horror
M1849,C1849,Contemporary Fiction,Drama
M1850,C1850,Historical Fiction,Adventure
M1851,C1851,Contemporary Fiction,Drama
M1852,C1852,Kids Fiction,Adventure
M1853,C1853,Contemporary Fiction,Horror
M1854,C1854,Historical Fiction,Horror
M1855,C1855,Contemporary Fiction,Comedy
M1856,C1856,Contemporary Fiction,Horror
M1857,C1857,Kids Fiction,Adventure
M1858,C1858,Dramatization,Comedy
M1859,C1859,Contemporary Fiction,Romantic Comedy
M1860,C1860,Science Fiction,Action
M1861,C1861,Historical Fiction,Comedy
M1862,C1862,Contemporary Fiction,Action
M1863,C1863,Contemporary Fiction,Romantic Comedy
M1864,C1864,Super Hero,Adventure
M1865,C1865,Science Fiction,Action
M1866,C1866,Historical Fiction,Comedy
M1867,C1867,Contemporary Fiction,Romantic Comedy
M1868,C1868,Contemporary Fiction,Romantic Comedy
M1869,C1869,Science Fiction,Black Comedy
M1870,C1870,Contemporary Fiction,Action
M1871,C1871,Contemporary Fiction,Action
M1872,C1872,Science Fiction,Thriller/Suspense
M1873,C1873,Factual,Documentary
M1874,C1874,Contemporary Fiction,Adventure
M1875,C1875,Dramatization,Drama
M1876,C1876,Fantasy,Comedy
M1877,C1877,Kids Fiction,Adventure
M1878,C1878,Historical Fiction,Drama
M1879,C1879,Dramatization,Drama
M1880,C1880,Historical Fiction,Action
M1881,C1881,Contemporary Fiction,Drama
M1882,C1882,Contemporary Fiction,Romantic Comedy
M1883,C1883,Contemporary Fiction,Drama
M1884,C1884,Super Hero,Action
M1885,C1885,Historical Fiction,Comedy
M1886,C1886,Historical Fiction,Action
M1887,C1887,Dramatization,Drama
M1888,C1888,Contemporary Fiction,Action
M1889,C1889,Contemporary Fiction,Drama
M1890,C1890,Kids Fiction,Adventure
M1891,C1891,Contemporary Fiction,Comedy
M1892,C1892,Contemporary Fiction,Thriller/Suspense
M1893,C1893,Fantasy,Adventure
M1894,C1894,Contemporary Fiction,Action
M1895,C1895,Dramatization,Drama
M1896,C1896,Fantasy,Comedy
M1897,C1897,Science Fiction,Action
M1898,C1898,Factual,Documentary
M1899,C1899,Dramatization,Drama
M1900,C1900,Contemporary Fiction,Thriller/Suspense
M1901,C1901,Science Fiction,Thriller/Suspense
M1902,C1902,Science Fiction,Adventure
M1903,C1903,Contemporary Fiction,Comedy
M1904,C1904,Contemporary Fiction,Comedy
M1905,C1905,Contemporary Fiction,Drama
M1906,C1906,Contemporary Fiction,Thriller/Suspense
M1907,C1907,Contemporary Fiction,Action
M1908,C1908,Science Fiction,Thriller/Suspense
M1909,C1909,Contemporary Fiction,Comedy
M1910,C1910,Dramatization,Drama
M1911,C1911,Contemporary Fiction,Horror
M1912,C1912,Contemporary Fiction,Thriller/Suspense
M1913,C1913,Contemporary Fiction,Thriller/Suspense
M1914,C1914,Fantasy,Adventure
M1915,C1915,Contemporary Fiction,Action
M1916,C1916,Contemporary Fiction,Comedy
M1917,C1917,Contemporary Fiction,Comedy
M1918,C1918,Dramatization,Drama
M1919,C1919,Contemporary Fiction,Comedy
M1920,C1920,Science Fiction,Horror
M1921,C1921,Dramatization,Drama
M1922,C1922,Historical Fiction,Drama
M1923,C1923,Contemporary Fiction,Horror
M1924,C1924,Contemporary Fiction,Drama
M1925,C1925,Contemporary Fiction,Comedy
M1926,C1926,Contemporary Fiction,Romantic Comedy
M1927,C1927,Contemporary Fiction,Comedy
M1928,C1928,Dramatization,Drama
M1929,C1929,Science Fiction,Drama
M1930,C1930,Contemporary Fiction,Drama
M1931,C1931,Dramatization,Drama
M1932,C1932,Contemporary Fiction,Comedy
M1933,C1933,Contemporary Fiction,Drama
M1934,C1934,Contemporary Fiction,Thriller/Suspense
M1935,C1935,Contemporary Fiction,Comedy
M1936,C1936,Contemporary Fiction,Comedy
M1937,C1937,Contemporary Fiction,Action
M1938,C1938,Contemporary Fiction,Drama
M1939,C1939,Historical Fiction,Drama
M1940,C1940,Contemporary Fiction,Comedy
M1941,C1941,Contemporary Fiction,Drama
M1942,C1942,Dramatization,Drama
M1943,C1943,Factual,Documentary
M1944,C1944,Contemporary Fiction,Comedy
M1945,C1945,Contemporary Fiction,Horror
M1946,C1946,Contemporary Fiction,Thriller/Suspense
M1947,C1947,Contemporary Fiction,Comedy
M1948,C1948,Contemporary Fiction,Romantic Comedy
M1949,C1949,Fantasy,Comedy
M1950,C1950,Contemporary Fiction,Comedy
M1951,C1951,Contemporary Fiction,Comedy
M1952,C1952,Fantasy,Adventure
M1953,C1953,Contemporary Fiction,Horror
M1954,C1954,Contemporary Fiction,Thriller/Suspense
M1955,C1955,Contemporary Fiction,Romantic Comedy
M1956,C1956,Science Fiction,Thriller/Suspense
M1957,C1957,Fantasy,Black Comedy
M1958,C1958,Contemporary Fiction,Black Comedy
M1959,C1959,Contemporary Fiction,Horror
M1960,C1960,Contemporary Fiction,Drama
M1961,C1961,Kids Fiction,Adventure
M1962,C1962,Contemporary Fiction,Black Comedy
M1963,C1963,Contemporary Fiction,Horror
M1964,C1964,Contemporary Fiction,Romantic Comedy
M1965,C1965,,Thriller/Suspense
M1966,C1966,Kids Fiction,Adventure
M1967,C1967,Contemporary Fiction,Action
M1968,C1968,Contemporary Fiction,Romantic Comedy
M1969,C1969,Historical Fiction,Action
M1970,C1970,Contemporary Fiction,Thriller/Suspense
M1971,C1971,Kids Fiction,Adventure
M1972,C1972,Fantasy,Drama
M1973,C1973,Contemporary Fiction,Thriller/Suspense
M1974,C1974,Contemporary Fiction,Thriller/Suspense
M1975,C1975,Historical Fiction,Thriller/Suspense
M1976,C1976,Dramatization,Drama
M1977,C1977,Fantasy,Horror
M1978,C1978,Historical Fiction,Drama
M1979,C1979,Dramatization,Drama
M1980,C1980,Historical Fiction,Musical
M1981,C1981,Dramatization,Drama
M1982,C1982,Kids Fiction,Adventure
M1983,C1983,Fantasy,Adventure
M1984,C1984,Contemporary Fiction,Romantic Comedy
M1985,C1985,Dramatization,Drama
M1986,C1986,Dramatization,Drama
M1987,C1987,Historical Fiction,Thriller/Suspense
M1988,C1988,Contemporary Fiction,Action
M1989,C1989,Contemporary Fiction,Drama
M1990,C1990,Kids Fiction,Adventure
M1991,C1991,Contemporary Fiction,Drama
M1992,C1992,Contemporary Fiction,Comedy
M1993,C1993,Contemporary Fiction,Thriller/Suspense
M1994,C1994,Contemporary Fiction,Comedy
M1995,C1995,Contemporary Fiction,Action
M1996,C1996,Contemporary Fiction,Drama
M1997,C1997,Contemporary Fiction,Action
M1998,C1998,Contemporary Fiction,Thriller/Suspense
M1999,C1999,Dramatization,Drama
M2000,C2000,Contemporary Fiction,Romantic Comedy
M2001,C2001,Contemporary Fiction,Adventure
M2002,C2002,Dramatization,Drama
M2003,C2003,Contemporary Fiction,Drama
M2004,C2004,Kids Fiction,Adventure
M2005,C2005,Science Fiction,Action
M2006,C2006,Contemporary Fiction,Thriller/Suspense
M2007,C2007,Contemporary Fiction,Adventure
M2008,C2008,Contemporary Fiction,Comedy
M2009,C2009,Science Fiction,Comedy
M2010,C2010,Contemporary Fiction,Action
M2011,C2011,Contemporary Fiction,Thriller/Suspense
M2012,C2012,Historical Fiction,Drama
M2013,C2013,Contemporary Fiction,Action
M2014,C2014,Contemporary Fiction,Drama
M2015,C2015,Historical Fiction,Comedy
M2016,C2016,Contemporary Fiction,Horror
M2017,C2017,Contemporary Fiction,Comedy
M2018,C2018,Contemporary Fiction,Comedy
M2019,C2019,Contemporary Fiction,Adventure
M2020,C2020,Contemporary Fiction,Thriller/Suspense
M2021,C2021,Contemporary Fiction,Drama
M2022,C2022,Contemporary Fiction,Romantic Comedy
M2023,C2023,Contemporary Fiction,Comedy
M2024,C2024,Historical Fiction,Drama
M2025,C2025,Contemporary Fiction,Romantic Comedy
M2026,C2026,Fantasy,Action
M2027,C2027,Kids Fiction,Adventure
M2028,C2028,Contemporary Fiction,Thriller/Suspense
M2029,C2029,Contemporary Fiction,Comedy
M2030,C2030,Contemporary Fiction,Thriller/Suspense
M2031,C2031,Contemporary Fiction,Horror
M2032,C2032,Fantasy,Adventure
M2033,C2033,Contemporary Fiction,Comedy
M2034,C2034,Science Fiction,Action
M2035,C2035,Historical Fiction,Romantic Comedy
M2036,C2036,Contemporary Fiction,Thriller/Suspense
M2037,C2037,Contemporary Fiction,Black Comedy
M2038,C2038,Science Fiction,Adventure
M2039,C2039,Contemporary Fiction,Comedy
M2040,C2040,Fantasy,Action
M2041,C2041,Contemporary Fiction,Adventure
